Signature,Alternative signatures,Transliterated runic text,Translation to English,Found location,Parish,Municipality,District,Current location,Images,latitude,longitude
"Ög N257","","[... ...albi : ...]","... may help ...","Herrestads kyrka","Herrestads sn","Vadstena","Dals hd","","","58.389989","14.811368"
"Ög N258","","°","°","Herrestads kyrka","Herrestads sn","Vadstena","Dals hd","","","58.389989","14.811368"
"Ög N259A","","°","°","Herrestads kyrka","Herrestads sn","Vadstena","Dals hd","","","58.389989","14.811368"
"Ög N259B","","°","°","Herrestads kyrka","Herrestads sn","Vadstena","Dals hd","","","58.389989","14.811368"
"Ög N261","","...r...","...","Vreta klosters kyrka","Vreta klosters sn","Linköping","Gullbergs hd","","","58.482134","15.515637"
"Ög N262A","","...(u)is.../...(r)is...","...","Vreta klosters kyrka","Vreta klosters sn","Linköping","Gullbergs hd","","","58.482134","15.515637"
"Ög N262B","",": a...","...","Vreta klosters kyrka","Vreta klosters sn","Linköping","Gullbergs hd","I kyrkan.","","58.482134","15.515637"
"Ög N262C","","°","°","Vreta klosters kyrka","Vreta klosters sn","Linköping","Gullbergs hd","","","58.482134","15.515637"
"Ög N263","","...n : mak : k...","... kinsman-by-marriage ...","Vreta klosters kyrka","Vreta klosters sn","Linköping","Gullbergs hd","I golvet i Magnus Nilssons gravkor.","","58.482134","15.515637"
"Ög N264","","[...]","...","Kungsbro","Vreta klosters sn","Linköping","Gullbergs hd","","","58.501138","15.539337"
"Ög N267","","... ...(r)(u)(a) : kumlu : þisi : iftiR · ...","... these monuments made in memory of ...","Stora Valby","Väderstads sn","Mjölby","Göstrings hd","Väderstads ödekyrkogård","http://www.kms.raa.se/cocoon/bild/show-image.html?id=16001000020472;http://kulturarvsdata.se/raa/kmb/html/16001000020472","58.327496","14.932703"
"Ög N270","","...gu...","...","Sankt Lars kyrka","Linköping","Linköping","","Östergötlands länsmuseum, Linköping","","58.41142","15.625041"
"Ög N271","","°","°","Alvastra, ""Sverkersgården""","Västra Tollstads sn","Ödeshög","Lysings hd","En sten i SHM, övriga i ""Sverkersgården""","http://kulturarvsdata.se/shm/media/html/24145","58.295212","14.644182"
"Ög N272","","...al · k...","... ...","Hospitalet","Skänninge","Mjölby","","","","58.400689","15.098915"
"Ög N276","","...(i)sola... ¶ ...s : ia----(r)...","... ... ...","Skänninge, Vårfrukyrkan","Skänninge","Mjölby","","Rådhuset","","58.398374","15.083074"
"Ög N278","","°","°","Sankt Martins kyrka","Skänninge","Mjölby","","Sankta Ingrids kloster, stenmuseet","","58.398374","15.083074"
"Ög N279","","°","°","Sankt Martins kyrka","Skänninge","Mjölby","","Sankta Ingrids kloster, stenmuseet","","58.398374","15.083074"
"Ög N280","","°","°","Sankt Martins kyrka","Skänninge","Mjölby","","Rådhuset","","58.398374","15.083074"
"Ög N281A","","°","°","Sankt Martins kyrka","Skänninge","Mjölby","","Sankta Ingrids kloster, stenmuseet, Axbomsgården (2 fragment)","","58.398374","15.083074"
"Ög N281B","","°","°","Sankt Martins kyrka","Skänninge","Mjölby","","","","58.398374","15.083074"
"Ög N282","","°","°","Sankt Martins kyrka","Skänninge","Mjölby","","Sankta Ingrids kloster, stenmuseet","","58.398374","15.083074"
"Ög N288","Ög ÖR1980;19","§P kunar ÷ faþi runaR þisaR ÷ in sa flau sakiR ÷ suti ui þita ÷ in sa fl- (i)n ruþ þan ÷ in sa bat uifin ÷ þitta faþi ÷ §Q kunar ÷ faþi runaR þisaR ÷ in sa flau sakiR ÷ suti ui þita ÷ in sa fl- (i)n ruþ þan ÷ in sa bat uifin ÷ þit tafaþi ÷","§P Gunnarr coloured these runes, and he guilty fled. Sought this sanctuary out. And he fled into this clearing. And he bound. Véfinnr coloured this. §Q Gunnarr coloured these runes, and he guilty fled. Sought this sanctuary out. And he fled into this clearing. And he bound Véfinnr, who prevented(?) it.","Oklunda","Östra Husby sn","Norrköping","Östkinds hd","","http://kulturarvsdata.se/raa/kmb/html/16000300029012;http://kulturarvsdata.se/raa/kmb/html/16000300029007;http://kulturarvsdata.se/raa/kmb/html/16000300029011;http://kulturarvsdata.se/raa/kmb/html/16000300021899;http://kulturarvsdata.se/raa/kmb/html/16000300029006;http://kulturarvsdata.se/raa/kmb/html/16000300029013;http://kulturarvsdata.se/raa/kmb/html/16000300029046;http://kulturarvsdata.se/raa/kmb/html/16000300029010;http://kulturarvsdata.se/raa/kmb/html/16000300029009","58.577729","16.590628"
"Ög N290","","... þansi : yfir : rikua : ...","... this over Røkkvi(?) ...","Väversunda kyrka","Väversunda sn","Vadstena","Dals hd","Under golvet i långhuset, som stöd under valvbåge vid södra väggen.","","58.346598","14.710396"
"Ög N291","","°","°","Väversunda kyrka","Väversunda sn","Vadstena","Dals hd","","http://kulturarvsdata.se/raa/kmb/html/16001000066576","58.346598","14.710396"
"Ög N292","","°","°","Väversunda kyrka","Väversunda sn","Vadstena","Dals hd","","","58.346598","14.710396"
"Ög N293A","","°","°","Väversunda kyrka","Väversunda sn","Vadstena","Dals hd","","","58.346598","14.710396"
"Ög N293B","","°","°","Väversunda kyrka","Väversunda sn","Vadstena","Dals hd","","","58.346598","14.710396"
"Ög NOR1994;27","","uistain rsti --a þ-s- : aftiR biurn : bruþur : sin","Vésteinn raised ... ... in memory of Bjôrn, his brother.","Lunnebjörke","Skärkinds sn","Norrköping","Skärkinds hd","Rest vid den gamla vägen.","http://kulturarvsdata.se/raa/kmb/html/16000300038079;http://kulturarvsdata.se/raa/kmb/html/16000300028148;http://kulturarvsdata.se/raa/kmb/html/16000300028146;http://kulturarvsdata.se/raa/kmb/html/16000300028144;http://kulturarvsdata.se/raa/kmb/html/16000300028147;http://kulturarvsdata.se/raa/kmb/html/16000300028145;http://kulturarvsdata.se/raa/kmb/html/16000300028142;http://kulturarvsdata.se/raa/kmb/html/16000300028150;http://kulturarvsdata.se/raa/kmb/html/16000300028143;http://kulturarvsdata.se/raa/kmb/html/16000300028151;http://kulturarvsdata.se/raa/kmb/html/16000300028149","58.481987","15.979345"
"Ög NOR1997;28","","... × knut × faþ... ...","... Knútr, (his) father ...","Fivelstads kyrka","Fivelstads sn","Motala","Aska hd","","http://kulturarvsdata.se/raa/kmb/html/16000300013363;http://kulturarvsdata.se/raa/kmb/html/16000300013364;http://kulturarvsdata.se/raa/kmb/html/16000300013365;http://kulturarvsdata.se/raa/kmb/html/16000300013366","58.441885","15.00213"
"Ög NOR2000;35","","... ...arua : kumbl ¶ þeta : efti... ...","... this monument made in memory of ...","Klåstads kyrkoruin, Klosterstad","Sankt Per sn","Vadstena","Dals hd","","","58.445762","14.959983"
"Ög NOR2001;29","","°","°","Klåstads kyrkoruin, Klosterstad","Sankt Per sn","Vadstena","Dals hd","","","58.445762","14.959983"
"Ög NOR2001;30A","","... letu ... ...tein : þena (:) ...","... (and) ... had this stone ...","Klåstads kyrkoruin, Klosterstad","Sankt Per sn","Vadstena","Dals hd","","","58.445762","14.959983"
"Ög NOR2001;30B","Ög NOR2001;30C","°","°","Klåstads kyrkoruin, Klosterstad","Sankt Per sn","Vadstena","Dals hd","","","58.445762","14.959983"
"Ög NOR2001;31","","...---...","...","Klåstads kyrkoruin, Klosterstad","Sankt Per sn","Vadstena","Dals hd","","","58.445762","14.959983"
"Ög NOR2002;38","","...-ea...","...","Klåstads kyrkoruin, Klosterstad","Sankt Per sn","Vadstena","Dals hd","","","58.445762","14.959983"
"Ög NOR2002;39A","","...t...","...","Klåstads kyrkoruin, Klosterstad","Sankt Per sn","Vadstena","Dals hd","","","58.445762","14.959983"
"Ög NOR2002;39B","","°","°","Klåstads kyrkoruin, Klosterstad","Sankt Per sn","Vadstena","Dals hd","","","58.445762","14.959983"
"Ög NOR2003;24A","","...ir...","...","Klåstads kyrkoruin, Klosterstad","Sankt Per sn","Vadstena","Dals hd","","","58.445762","14.959983"
"Ög NOR2003;24B","","°","°","Klåstads kyrkoruin, Klosterstad","Sankt Per sn","Vadstena","Dals hd","","","58.445833","14.959913"
"Ög SHM16810","","°","°","Alvastra, ""Sverkerskapellet""","Västra Tollstads sn","Ödeshög","Lysings hd","SHM (16810:1)","","58.288607","14.642625"
"Ög SHM20106:2695","","°","°","Alvastra kloster","Västra Tollstads sn","Ödeshög","Lysings hd","SHM (20106:2695)","","58.296497","14.657203"
"Ög SHM25095:273","","°","°","Alvastra kloster","Västra Tollstads sn","Ödeshög","Lysings hd","SHM (25095:273)","","58.296497","14.657203"
"Ög StLars;30","","...","...","Sankt Lars kyrka","Linköping","Linköping","","","","58.411528","15.62564"
"Ög SvK43L1;174","Ög N260;Ög SKL1;174","... ...etu : kiar... ...umbl : eftR : oln : botn : sia : koþ...","... had the monument made in memory of Óli, his/her good husbandman.","Vreta klosters kyrka","Vreta klosters sn","Linköping","Gullbergs hd","","","58.482224","15.515705"
"Ög SvK43L3;175","Ög SKL3;175","...ui- : -nu... ...a-...","... ... ...","Vreta klosters kyrka","Vreta klosters sn","Linköping","Gullbergs hd","","","58.482224","15.515705"
"Ög SvK43L4;175","Ög SKL4;175","...ftan : þ...","Halfdan(?) ...","Vreta klosters kyrka","Vreta klosters sn","Linköping","Gullbergs hd","","","58.482224","15.515705"
"Ög SvK43L5;175","Ög SKL5;175","...-a-...","...","Vreta klosters kyrka","Vreta klosters sn","Linköping","Gullbergs hd","","","58.482224","15.515705"
"Ög SvK43L6;175","Ög SKL6;175","[... ...lbi ...]","... may help ...","Vreta klosters kyrka","Vreta klosters sn","Linköping","Gullbergs hd","","","58.482224","15.515705"
"Ög SvK200;87","","§A pæ §B io^n §C ion §D ing §E ink §F rasi","§A Pétr(?) §B Jón §C Jón §D Ingi(?) §E Ingi(?) §F ...","Linköpings domkyrka","Linköping","Linköping","","I domkyrkans väggar, främst på insidan av norra och södra långshusväggarna.","","58.411499","15.617856"
"Ög SvK200;109","","s-n mikæ-","Saint(?) Michael(?)","Linköpings domkyrka","Linköping","Linköping","","Vid fönster nr 6 i norra långshusmuren.","","58.411499","15.617856"
"Ög ÖFT1875;101","","[... let × ri...s × stin × þan... × ...iR × siaol ... ...it...]","... had this stone raised for(?) ... soul ... ...","Högby kyrka","Högby sn","Mjölby","Göstrings hd","","","58.3604","15.099823"
"Ög ÖFT1875;118","Ög MÖLM1875;118","[...u--t...]","...","Stagelstorp","Järstads sn (tid. Vallerstads sn)","Mjölby","Göstrings hd (tid. Bobergs hd)","","","58.412474","15.205539"
"Sö 1","B 713;L 915","[sikaaar u... ... ...isa · at · st... ...]","Sighvatr(?) and ... this in memory of ... ...","Björnlunda kyrka","Björnlunda sn","Gnesta","Daga hd","","","59.073166","17.146723"
"Sö 2","B 712;L 916","sloþi rahnfriþ þaun · litu · hakua · stain · iftiR · ihulbiarn · sun · sin · hialbi · kristr ant · has","Slóði (and) Ragnfríðr, they had the stone cut in memory of Ígulbjôrn, their son. May Christ help his spirit.","Axala","Björnlunda sn","Gnesta","Daga hd","","http://kulturarvsdata.se/SLM/item/html/363465;http://kulturarvsdata.se/SLM/item/html/363466","58.992502","17.164429"
"Sö 3","B 714;L 920","kefluk · auk · kula · þau · lit[u · raisa ... ...isa · at · sty]fialt · sun · sin · broþur · iluka","Gjaflaugr and Gylla, they had this stone raised in memory of Styfjaldr, their son, Illugi's brother.","Vänga","Björnlunda sn","Gnesta","Daga hd","","","59.090201","17.119211"
"Sö 4","B 1145;L 918","[... ...tain : þinsa : at : suain t...]","... this stone in memory of Sveinn ...","Vänga","Björnlunda sn","Gnesta","Daga hd","","","59.090201","17.119211"
"Sö 5","B 1148;L 919","[...t : þu...]","... ...","Vänga","Björnlunda sn","Gnesta","Daga hd","","","59.090201","17.119211"
"Sö 6","","[... ...ur : sin : bua... ...]","... his father/ brother, the husbandman ...","Vänga","Björnlunda sn","Gnesta","Daga hd","","","59.090201","17.119211"
"Sö 7","B 716;L 917","· suainalti : auk : suainunkR : auk : asi : auk : gas : þau : litu : raisa : stain : at : biarn : faþur : sin : nytan : kuþ : hialbi : ant : hns auk : gus moþiR","Sveinaldi and Sveinungr and Ási/Gási and Gás, they had the stone raised in memory of Bjôrn, their capable father. May God and God's mother help his spirit.","Öja","Björnlunda sn","Gnesta","Daga hd","","http://kulturarvsdata.se/SLM/item/html/363469;http://kulturarvsdata.se/SLM/item/html/363468;http://kulturarvsdata.se/SLM/item/html/363467","59.086561","17.151153"
"Sö 8","B 717;L 926","kyla : auk : raknþruþr þaR : raistu : stain : at : uraiþ : faþur : si[n] buna auluafaR : bruþur : biarnaR : kuþ · hialbi : selu · ans","Gylla and Ragnþrúðr, they raised the stone in memory of Vreiðr, their father, Ólôf's husbandman, Bjôrn's brother. May God help his soul.","Nybble","Dillnäs sn (nu Gåsinge-Dillnäs)","Gnesta","Daga hd","","http://kulturarvsdata.se/raa/kmb/html/16000300016190;http://kulturarvsdata.se/raa/kmb/html/16000300016192;http://kulturarvsdata.se/raa/kmb/html/16000300016191","59.11241","17.211139"
"Sö 9","","barkuiþr × auk × þu : helka × raistu × stain × þansi : at · ulf : sun · sin · han × entaþis + miþ : ikuari + kuþ + hialbi + salu ulfs ×","Bergviðr/Barkviðr and Helga, they raised this stone in memory of Ulfr, their son. He met his end with Ingvarr. May God help Ulfr's soul.","Lifsinge","Dillnäs sn (nu Gåsinge-Dillnäs)","Gnesta","Daga hd","","http://kulturarvsdata.se/SLM/item/html/363526;http://kulturarvsdata.se/raa/kmb/html/16000300016195;http://kulturarvsdata.se/raa/kmb/html/16000300016201;http://kulturarvsdata.se/raa/kmb/html/16000300016207;http://kulturarvsdata.se/raa/kmb/html/16000300016206;http://kulturarvsdata.se/raa/kmb/html/16000300016203;http://kulturarvsdata.se/raa/kmb/html/16000300016204;http://kulturarvsdata.se/raa/kmb/html/16000300016196;http://kulturarvsdata.se/raa/kmb/html/16000300016198;http://kulturarvsdata.se/raa/kmb/html/16000300016194;http://kulturarvsdata.se/raa/kmb/html/16000300016200;http://kulturarvsdata.se/raa/kmb/html/16000300016193;http://kulturarvsdata.se/raa/kmb/html/16000300016197;http://kulturarvsdata.se/raa/kmb/html/16000300016199;http://kulturarvsdata.se/raa/kmb/html/16000300016205","59.109216","17.217554"
"Sö 10","B 715;L 923","inkimar · auk · inkimuntr · auk · suiunkR · þaiR · litu · raisa · stain · at · iarl · faþur : sin : kuþan : kuþ : halbi · ant hans ·","Ingimarr and Ingimundr and Sveinungr, they had the stone raised in memory of Jarl, their good father. May God help his spirit.","Frustuna kyrka","Frustuna sn","Gnesta","Daga hd","","http://kulturarvsdata.se/SLM/item/html/363508","59.05819","17.307442"
"Sö 11","B 710;L 921","fraybiarn : auk : kuþrun : þau : ritu : stain : at · romunt · sun · sin · snialan · haiR · at · marhu · roþkais · broþiR · kuþ · hialbi · antu · ybiR · hiok runaR [iRma : k]","Freybjôrn and Guðrún, they erected the stone here as a landmark in memory of Hróðmundr, their able son, Hróðgeirr's brother. May God help (his) spirit. Œpir cut the runes ... ...","Gryts kyrka","Gryts sn","Gnesta","Daga hd","","http://kulturarvsdata.se/SLM/item/html/362004;http://kulturarvsdata.se/SLM/item/html/362002;http://kulturarvsdata.se/SLM/item/html/361605;http://kulturarvsdata.se/SLM/item/html/418098","59.101855","16.99421"
"Sö 12","B 711;L 922","[... ...lfa : faþur · sin : auk ...]","... (in memory of) Þjalfi(?), his father and ...","Gryts kyrka","Gryts sn","Gnesta","Daga hd","","","59.101881","16.994403"
"Sö 13","","uik...-... ...- · muskia · þa- ... ... þina · at sikbia... ... sin","Víkingr and Myskja, they ... this ... in memory of Sigbjôrn ... their","Gatstugan","Gryts sn","Gnesta","Daga hd","I Ånhammars park.","http://kulturarvsdata.se/SLM/item/html/361600;http://kulturarvsdata.se/SLM/item/html/363510;http://kulturarvsdata.se/SLM/item/html/363509;http://kulturarvsdata.se/SLM/item/html/363511;http://kulturarvsdata.se/raa/kmb/html/16000300025783;http://kulturarvsdata.se/raa/kmb/html/16000300025785;http://kulturarvsdata.se/raa/kmb/html/16000300025784","59.136851","16.925421"
"Sö 14","B 718;L 925","rakna · raisti · stain · þansi · at · suin · buta · sit · auk · sifa · auk · r-knburk · at · sit · faþur · kuþ · hil[b]i · at · [hat]s · uit · iak · þet · uaR · sui- · uestr · miþ · kuti","Ragna raised this stone in memory of Sveinn, her husbandman, and Sæfa and Ragnbjôrg in memory of their father. May God help his spirit. I know that Sveinn was in the west with Gautr/Knútr.","Gåsinge kyrka","Gåsinge sn (nu Gåsinge-Dillnäs)","Gnesta","Daga hd","","http://kulturarvsdata.se/SLM/item/html/363525;http://kulturarvsdata.se/raa/kmb/html/16000300015359;http://kulturarvsdata.se/raa/kmb/html/16000300015358;http://kulturarvsdata.se/raa/kmb/html/16000300015356;http://kulturarvsdata.se/raa/kmb/html/16000300015357;http://kulturarvsdata.se/raa/kmb/html/16000300015360;http://kulturarvsdata.se/raa/kmb/html/16000300028331;http://kulturarvsdata.se/raa/kmb/html/16000300028341;http://kulturarvsdata.se/raa/kmb/html/16000300028329;http://kulturarvsdata.se/raa/kmb/html/16000300028338;http://kulturarvsdata.se/raa/kmb/html/16000300028339;http://kulturarvsdata.se/raa/kmb/html/16000300028334;http://kulturarvsdata.se/raa/kmb/html/16000300028333;http://kulturarvsdata.se/raa/kmb/html/16000300028337;http://kulturarvsdata.se/raa/kmb/html/16000300028332;http://kulturarvsdata.se/raa/kmb/html/16000300028336;http://kulturarvsdata.se/raa/kmb/html/16000300028340;http://kulturarvsdata.se/raa/kmb/html/16000300028335;http://kulturarvsdata.se/raa/kmb/html/16000300028330","59.088842","17.207017"
"Sö 15","","... · tauþ · mu...","... died, mother(?)","Gåsinge kyrkogård","Gåsinge sn (nu Gåsinge-Dillnäs)","Gnesta","Daga hd","I kyrkogårdsmuren.","http://www.kms.raa.se/cocoon/bild/show-image.html?id=16000300015360","59.088745","17.206926"
"Sö 16","B 719;L 924","§A · þ(i)... ...uþin · hhn · unR · tauþr · i [hailaby] halbi · kuþ · aat · §B aR","§A ... Auðin/Loðin. He died in Hedeby. May God help (his) spirit. §B <aR>","Kattnäs kyrkogård","Kattnäs sn","Gnesta","Daga hd","","http://kulturarvsdata.se/SLM/item/html/404534;http://kulturarvsdata.se/SLM/item/html/363228;http://kulturarvsdata.se/SLM/item/html/363229","59.080416","17.295366"
"Sö 17","","... ...istu · stain : þan... ...","... raised this stone ...","Norrtuna","Kattnäs sn","Gnesta","Daga hd","","","59.081169","17.270177"
"Sö 18","B 774;L 846","[... litu bum rita eft... ... ...al sin akun iu marki Ri : ki... ... ...l stanta : stai... ...]","... had the monument erected in memory of ... their ... Hákon cut the landmark. ... made. Here shall the stone stand ...","Hölö kyrka","Hölö sn","Södertälje","Hölebo hd","","","59.013062","17.589481"
"Sö 19","B 778;L 847","tar lit : raisa : stain : þensa : eftiR : ketilhaufþa : faþur : sen : boanta : koþan ' kuþ : helbi : has : ant","Tárr(?)/Tár(?)/Tarr(?) had this stone raised in memory of Ketilhôfði, his father, a good husbandman. May God help his spirit.","Lida","Hölö sn","Södertälje","Hölebo hd","","http://kulturarvsdata.se/SLM/item/html/363207","59.012551","17.523684"
